Replicate,File,TI (kT),TI Error (kT),TI (kJ/mol),TI Error (kJ/mol),TI (kcal/mol),TI Error (kcal/mol),MBAR (kT),MBAR Error (kT),MBAR (kJ/mol),MBAR Error (kJ/mol),MBAR (kcal/mol),MBAR Error (kcal/mol),BAR (kT),BAR Error (kT),BAR (kJ/mol),BAR Error (kJ/mol),BAR (kcal/mol),BAR Error (kcal/mol)
sim_0,75_8-potential-shift.xvg,3.8220761156049647,0.1443035614122862,9.533552695904438,0.3599419701020163,2.278573780091883,0.08602819553107463,3.942931005091131,0.013968265383418837,9.835005734155013,0.03484158611062181,2.3506227854098976,0.00832733893657309,3.93754437972931,0.01040450196715735,9.821569665592603,0.02595235279945118,2.347411487952343,0.006202761185337278
sim_1,75_8-potential-shift.xvg,3.899290134724418,0.15262035915767339,9.726150618570708,0.3806868812886628,2.32460578837732,0.09098634830034961,3.8815504546688953,0.013993251251342797,9.68190184656763,0.034903909330071425,2.3140300780515366,0.008342234543516115,3.881410020299573,0.01041463355104543,9.681551555673426,0.025977624402100746,2.313946356518505,0.006208801243331918
sim_2,75_8-potential-shift.xvg,3.887226743415561,0.14636001749423722,9.696060433745568,0.36507146826769843,2.317414061602669,0.0872541750161803,3.9108544111314227,0.013959263623409294,9.754995841737786,0.03481913267149314,2.331499962174423,0.00832197243582532,3.900688910556357,0.010402348272071513,9.729639639380393,0.025946980754266647,2.3254396843643383,0.006201477235723386
sim_3,75_8-potential-shift.xvg,3.462266431975773,0.1509653980599034,8.636065446665642,0.37655884763416697,2.0640691794133943,0.08999972457795577,3.8843040290939523,0.013961986092733296,9.688770194054536,0.03482592343232006,2.3156716524986938,0.008323595466615694,3.869109318914086,0.010417002340739048,9.650869439119983,0.025983532966107992,2.3066131546653876,0.006210213424021987
sim_4,75_8-potential-shift.xvg,4.097528400635731,0.14913961514382176,10.220624013983736,0.3720047264928638,2.4427877662485025,0.0889112635021185,3.915402684655758,0.01397985799081817,9.766340776796143,0.03487050200088188,2.3342114667294798,0.008334250000210774,3.9033374809818775,0.01041724778180034,9.736246071318632,0.025984145179266706,2.327018659492981,0.006210359746478658
sim_5,75_8-potential-shift.xvg,3.805783615009214,0.14612742454752997,9.492913679757304,0.36449130265951607,2.2688608221217264,0.08711551210791492,3.8675665055714816,0.013967523870501812,9.647021139960891,0.034839736526192995,2.3056933890919913,0.008326896875285133,3.85860532903987,0.010398653822164185,9.624668929775277,0.025937765544572076,2.3003510826422744,0.006199274747746672
sim_6,75_8-potential-shift.xvg,3.8702853323745927,0.15452889958822233,9.653802815106678,0.38544742770808504,2.3073142483524562,0.09212414620174116,3.8925250615523392,0.019739904837798545,9.709276234171522,0.04923801025702601,2.3205727137121226,0.011768166887434513,3.88584226541516,0.014702647473383821,9.692607076571635,0.03667338384092458,2.316588689429167,0.008765149101559412
sim_7,75_8-potential-shift.xvg,4.255816933726271,0.15297333156543036,10.615449241355538,0.38156731405550703,2.5371532603622224,0.09119677678190895,3.9569401096145533,0.013996296381196318,9.869949186916509,0.03491150491557164,2.3589744710603506,0.00834404993201999,3.948153818982367,0.010422529648283895,9.848033201412848,0.02599731994369594,2.353736424811866,0.006213508590749508
sim_8,75_8-potential-shift.xvg,3.79878439227398,0.142241816588512,9.475455247021156,0.3547992800224786,2.2646881565538135,0.08479906310288686,3.904048582856232,0.013953013245810723,9.738019800304206,0.03480354211222563,2.3274425908948864,0.00831824620273079,3.8960744989039053,0.010397411171691516,9.718129733423881,0.025934665953301406,2.322688750818327,0.006198533927653299
sim_9,75_8-potential-shift.xvg,4.141253235254581,0.14919639265827256,10.329688564858733,0.37214634884929704,2.4688548195169053,0.08894511205767137,3.9207322725866263,0.013978739955731932,9.779634574682307,0.034867713242602835,2.3373887606793278,0.008333583470985381,3.912820838397497,0.010410655056913794,9.759900777536224,0.025967700689880722,2.332672269965636,0.006206429419187553
Average,,3.904031133499508,0.14884568162158893,9.73797627569695,0.37127155670802925,2.3274321882640896,0.08873603171798021,3.9076855116822395,0.014549810263276172,9.747091532934654,0.03629215605990074,2.329610787030271,0.00867403347511968,3.8993586861219995,0.01083876310852509,9.72632160898049,0.027035547207356802,2.324646656066083,0.0064616508621789664
