Replicate,File,TI (kT),TI Error (kT),TI (kJ/mol),TI Error (kJ/mol),TI (kcal/mol),TI Error (kcal/mol),MBAR (kT),MBAR Error (kT),MBAR (kJ/mol),MBAR Error (kJ/mol),MBAR (kcal/mol),MBAR Error (kcal/mol),BAR (kT),BAR Error (kT),BAR (kJ/mol),BAR Error (kJ/mol),BAR (kcal/mol),BAR Error (kcal/mol)
sim_0,9_1_shift-force-switch.xvg,3.3728186189536022,0.14479154486496368,8.412952297375234,0.36115916615466315,2.010743856925247,0.08631911236966135,3.566504979889878,0.013757932019418093,8.896071699661569,0.0343169434429311,2.1262121653110824,0.00820194632957244,3.562214411413181,0.010278533503021577,8.88536956829873,0.025638144773620045,2.1236542945264647,0.0061276636648231455
sim_1,9_1_shift-force-switch.xvg,3.5625131844665487,0.14168556619814518,8.886114809513778,0.35341180309939274,2.1238324114516676,0.08446744815951068,3.6173869807901102,0.01376379015896462,9.022988647985777,0.03433155562761229,2.156546043973656,0.008205438725528749,3.6081654482056003,0.010274491501484436,8.999987021599404,0.02562806265241531,2.1510485233268173,0.006125253980022779
sim_2,9_1_shift-force-switch.xvg,3.758536321518618,0.1391930201464047,9.375062923098534,0.3471945488081408,2.240693815272116,0.08298148872087495,3.606797839962459,0.013779089924588183,8.996575743315304,0.03436971842641467,2.1502332082493556,0.008214559853349585,3.6006581224735945,0.010290286372656119,8.98126120785143,0.025667460412189237,2.146572946427206,0.0061346702705997215
sim_3,9_1_shift-force-switch.xvg,3.7439556833121173,0.1472142789668878,9.338693871704175,0.3672022857918037,2.2320014033709783,0.08776345262710412,3.591012124871014,0.013735022807392732,8.957200821907438,0.034259800106833285,2.1408223761729057,0.008188288744463023,3.5839273996286325,0.010257065640728208,8.939529116951464,0.02558459665206207,2.1365987373210955,0.006114865356611394
sim_4,9_1_shift-force-switch.xvg,3.6156251055738657,0.13964185558427872,9.018593934298863,0.348314096449092,2.1554956821938007,0.08324906702894168,3.624246990112967,0.013739563497482378,9.040099835307984,0.034271126126236374,2.1606357158957894,0.008190995728067967,3.617828924413064,0.010260148236834167,9.024091005105472,0.02559228569108889,2.156809513648535,0.006116703081044189
sim_5,9_1_shift-force-switch.xvg,3.49255927466555,0.14414056574269138,8.711626059106774,0.35953540368149367,2.0821285992128997,0.08593102382444877,3.5873277200146862,0.013747301207918462,8.948010667973184,0.03429042659748729,2.1386258766666306,0.008195608651407095,3.578226368153681,0.010276219315681786,8.925308813026705,0.025632372406381727,2.133200003113457,0.006126284035942095
sim_6,9_1_shift-force-switch.xvg,3.4982150381426416,0.13607706333900849,8.725733449308732,0.3394222968898213,2.0855003463931,0.0811238759296896,3.632970477428927,0.013733889708859718,9.061859168064128,0.03425697377521471,2.165836321239036,0.008187613234993955,3.627668544104848,0.010260880059842516,9.048634350136274,0.025594111105602665,2.1626755138949028,0.0061171393655838095
sim_7,9_1_shift-force-switch.xvg,3.389742689285657,0.14274808025840974,8.455166662411315,0.3560620731299435,2.02083333231628,0.08510087789912606,3.591300398242428,0.013756341894677095,8.957919873358554,0.034312977133116,2.1409942335943004,0.008200998358775333,3.588637146860138,0.010281238980108829,8.95127682214044,0.025644893150051796,2.1394065062477146,0.00612927656549995
sim_8,9_1_shift-force-switch.xvg,3.6229515033912794,0.14071990163676884,9.036868452532108,0.35100310853026545,2.1598633968766987,0.08389175634088562,3.623345759919234,0.013765222807616068,9.037851861881181,0.034335129138709446,2.1600984373520986,0.00820629281517912,3.6173166815882176,0.0102835334396924,9.022813297959914,0.025650616309582628,2.1565041343116427,0.00613064443345665
sim_9,9_1_shift-force-switch.xvg,3.527405197925658,0.136956034162019,8.798543597007532,0.34161474790489144,2.102902389342144,0.08164788429849221,3.5751392438538083,0.013718494911983705,8.917608479150182,0.03421857393627352,2.131359579146793,0.008178435453220247,3.575020160247682,0.010245201625882347,8.917311444292718,0.02555500377968148,2.1312885861120257,0.006107792490363641
Average,,3.558432261723554,0.14131679108995773,8.875935605635705,0.3524919530439508,2.1213995233354934,0.0842475987198735,3.601603251508551,0.013749664893890104,8.98361867986053,0.03429632243108287,2.147136395760165,0.008197017789455752,3.5959663207088646,0.010270759867593238,8.969558264736255,0.025618754693267586,2.143775875892986,0.006123029324394737
