Replicate,File,TI (kT),TI Error (kT),TI (kJ/mol),TI Error (kJ/mol),TI (kcal/mol),TI Error (kcal/mol),MBAR (kT),MBAR Error (kT),MBAR (kJ/mol),MBAR Error (kJ/mol),MBAR (kcal/mol),MBAR Error (kcal/mol),BAR (kT),BAR Error (kT),BAR (kJ/mol),BAR Error (kJ/mol),BAR (kcal/mol),BAR Error (kcal/mol)
sim_0,anthracene_psh_0.9_1.1.xvg,3.5662476150885443,0.13861787780622542,8.895429744655607,0.3457599489619059,2.126058734382315,0.08263861112856259,3.4889329504606597,0.013713769947185397,8.702580777994081,0.03420678827331745,2.0799667251419884,0.00817561861216956,3.4865252400788376,0.01025320794559743,8.696575132604691,0.025574974253475123,2.0785313414447155,0.00611256554815371
sim_1,anthracene_psh_0.9_1.1.xvg,3.5308968700198218,0.13536167440119895,8.807253010137904,0.33763787451559685,2.1049839890386957,0.08069738874655756,3.52001582959382,0.019342239901543806,8.780112008977824,0.04824609918293219,2.098497134076917,0.011531094450987617,3.5180340734935145,0.014464511661236364,8.775168837873627,0.03607939244849245,2.0973156878283046,0.008623181751551733
sim_2,anthracene_psh_0.9_1.1.xvg,3.4078290098687125,0.1396655514222565,8.50028007332681,0.34837320189681253,2.0316156963018184,0.08326319356998386,3.5199478924457868,0.013686962829536959,8.779942550714514,0.03413992224004216,2.0984566325799507,0.008159637246663997,3.5121698364461302,0.010240963540370218,8.760541443959557,0.02554443255861273,2.0938196567780967,0.006105265907890232
sim_3,anthracene_psh_0.9_1.1.xvg,3.4891825366623532,0.1406764863993341,8.703203330537265,0.3508948162196547,2.0801155187708567,0.08386587385747003,3.5159647331018657,0.013701160945264745,8.770007201874543,0.03417533715078158,2.096082027216669,0.008168101613475521,3.506719205820996,0.010248348708865195,8.746945724586396,0.02556285367082647,2.0905702018609933,0.00610966865937535
sim_4,anthracene_psh_0.9_1.1.xvg,3.6160909675148467,0.13919422388572378,9.019755951806895,0.3471975513418119,2.1557734110437123,0.0829822063436453,3.5416114996758523,0.013698161713030822,8.833978926460139,0.034167856049494086,2.111371636343245,0.008166313587355182,3.5367440127746868,0.01024827594652865,8.821837765095134,0.02556267217690831,2.1084698291336363,0.006109625281287837
sim_5,anthracene_psh_0.9_1.1.xvg,3.5601809865656433,0.1402709389212376,8.88029751783432,0.3498832434157174,2.1224420453714914,0.08362410215480816,3.5425759447321035,0.01367633990785243,8.836384579170332,0.034113425074470176,2.111946601140137,0.008153304272100903,3.5378582097788165,0.010227244994926894,8.824616949897111,0.025510213858634178,2.1091340702430954,0.006097087442312184
sim_6,anthracene_psh_0.9_1.1.xvg,3.528884436969526,0.1432979947063592,8.802233320327531,0.35743374606611567,2.103784254380385,0.08542871559897601,3.502326815285043,0.013725667248781036,8.735989614511945,0.03423646417412905,2.0879516287074438,0.008182711322688586,3.4926933389419714,0.010275133083950828,8.711960460831188,0.025629662976445273,2.0822085231432093,0.006125636466645618
sim_7,anthracene_psh_0.9_1.1.xvg,3.728095942265977,0.13565256444035054,9.299134304486385,0.3383634528225392,2.2225464398868033,0.08087080612393384,3.5017754888643076,0.01369342493388382,8.734614419637289,0.03415604091754985,2.0876229492440936,0.008163489703047285,3.4917865912216515,0.010254132375823542,8.70969872482382,0.025577280095642505,2.081667955263819,0.006113116657658343
sim_8,anthracene_psh_0.9_1.1.xvg,3.3416075170261417,0.13930406818358598,8.335101235302496,0.34747154023432464,1.9921370065254531,0.08304769126059384,3.434837756116078,0.013754479998810751,8.56764903663664,0.0343083329340422,2.047717264970516,0.00819988836855693,3.4288271624977575,0.010291135594230868,8.552656579851185,0.025669578658500527,2.0441339817999964,0.006135176543618672
sim_9,anthracene_psh_0.9_1.1.xvg,3.699301117949932,0.1389580707220991,9.227310257376097,0.34660850534648796,2.2053800806348223,0.08284142097191394,3.54480265277215,0.013695686105495299,8.841938743398382,0.0341616810456008,2.1132740782500914,0.008164837726004015,3.5403561696544568,0.010249441039983974,8.830847708099295,0.025565578314702537,2.110623257193904,0.006110319864890664
Average,,3.5468316999931497,0.13909994508883713,8.846999874579131,0.3469623880820967,2.114483717633635,0.08292600097564452,3.5112791563047665,0.014268789353138505,8.75831978593757,0.03559119470423596,2.093288667767105,0.008506499690304958,3.505171384070882,0.010675239489151396,8.743084932762201,0.026627663901224008,2.0896474504689766,0.0063641644123384345
