Replicate,File,TI (kT),TI Error (kT),TI (kJ/mol),TI Error (kJ/mol),TI (kcal/mol),TI Error (kcal/mol),MBAR (kT),MBAR Error (kT),MBAR (kJ/mol),MBAR Error (kJ/mol),MBAR (kcal/mol),MBAR Error (kcal/mol),BAR (kT),BAR Error (kT),BAR (kJ/mol),BAR Error (kJ/mol),BAR (kcal/mol),BAR Error (kcal/mol)
sim_0,anthracene_psw_0.9_1.1.xvg,3.328236920891119,0.1370394482858948,8.30175043877899,0.34182281098932493,1.9841659748515748,0.08169761256915031,3.4086414989636555,0.013680625175551579,8.50230669638904,0.03412411398389799,2.0321000708386805,0.008155858982767205,3.4004257622362015,0.010240130574754983,8.481813865619117,0.025542354860171753,2.0272021667349702,0.006104769326044873
sim_1,anthracene_psw_0.9_1.1.xvg,3.5902497010420333,0.13737956427862835,8.955299078579898,0.3426711755015351,2.140367848608962,0.08190037655390417,3.484286065802566,0.013672931448796635,8.690989873360117,0.03410492322284886,2.0771964324474466,0.008151272280795615,3.4835945992453987,0.010225149643862988,8.689265121507768,0.025504987343206453,2.076784206861321,0.006095838275144945
sim_2,anthracene_psw_0.9_1.1.xvg,3.250025614357365,0.14083954852943603,8.106664943435039,0.35130154841519784,1.9375394224271123,0.08396308518527672,3.3708606070326717,0.013686932009567722,8.408068352298582,0.034139845364597535,2.009576566036946,0.008159618872991763,3.3620856258394998,0.010261788052955365,8.386180576367297,0.025596375948040918,2.004345262038073,0.006117680675918001
sim_3,anthracene_psw_0.9_1.1.xvg,3.5825802152290067,0.14010725860837228,8.936168782652391,0.34947496926293103,2.135795598148277,0.08352652229037548,3.4365601389311387,0.013686938196682466,8.571945242895552,0.03413986079735781,2.0487440829100265,0.008159622561509993,3.4324944477960413,0.010250810384751494,8.56180403180782,0.025568993924466748,2.046320275288676,0.006111136215216717
sim_4,anthracene_psw_0.9_1.1.xvg,3.584013547463681,0.13697111351047794,8.939743998837704,0.3416523609086111,2.136650095324499,0.08165687402213458,3.4185010240778944,0.013691520690626159,8.526899692287111,0.03415129108973542,2.03797793792713,0.008162354466953972,3.411789234281384,0.010249760573132559,8.510158214678222,0.025566375338628274,2.033976628747185,0.006110510358180753
sim_5,anthracene_psw_0.9_1.1.xvg,3.560429119595038,0.13876152065986003,8.880916445673478,0.3461182429029723,2.1225899726753052,0.08272424543570082,3.474622723080767,0.013671377439939259,8.66688622281252,0.034101046998283056,2.0714355217047133,0.00815034584088983,3.473868505436139,0.010221344271237848,8.665004948488892,0.025495495454674662,2.0709858863501176,0.006093569659339068
sim_6,anthracene_psw_0.9_1.1.xvg,3.507379733125431,0.14804688716785297,8.748593303460664,0.36927909272051324,2.0909639826626822,0.08825982139591616,3.4715730096305695,0.013655530468607738,8.659279204269337,0.03406151928305972,2.069617400637987,0.008140898490215038,3.469214491714693,0.010214001761202641,8.653396261555706,0.02547718074711166,2.0682113435840597,0.0060891923391758265
sim_7,anthracene_psw_0.9_1.1.xvg,3.4269395045941486,0.13787733577935715,8.547948121528647,0.34391278626206967,2.0430086332525446,0.08219712864772219,3.473534218453562,0.013656587164143082,8.664171123502795,0.03406415503971789,2.0707865973955055,0.008141528451175403,3.4645443431845155,0.010221457910271469,8.641747328943305,0.02549577890892376,2.065427181869815,0.006093637406530535
sim_8,anthracene_psw_0.9_1.1.xvg,3.269527757277917,0.14006377872725448,8.155309894920185,0.3493665157090743,1.949165844866201,0.0835006012688992,3.4788262373298124,0.013664470824708825,8.677371211438897,0.03408381956003795,2.0739414941297554,0.008146228384330293,3.4735415541734707,0.010228686813588662,8.664189421273484,0.025513810242843743,2.0707909706676584,0.006097946998767624
sim_9,anthracene_psw_0.9_1.1.xvg,3.3546439967861863,0.1436399517375264,8.367618632393057,0.3582867027518962,1.9999088509543634,0.08563257713955454,3.462329838377066,0.01366803624139202,8.63622360371163,0.03409271291715696,2.064106979854596,0.008148353947695256,3.451843431931768,0.010235588509603539,8.610066953395654,0.02553102541089869,2.0578553903909302,0.00610206152268133
Average,,3.4454026110361924,0.14007264072846606,8.594001364026004,0.3493886205424126,2.054015622377152,0.08350588445086342,3.44797353616797,0.013673494966001547,8.600414122296558,0.034106328825669316,2.055548308388279,0.008151608227932438,3.4423401995839114,0.010234871849536153,8.586362672363725,0.025529237817896667,2.0521899312532805,0.006101634277699967
